Label,Page,Addr,NumBytes,RegOffset,RegScale,ReadLen,ReadFlag,WriteFlag,TwosCompl,Default,CalReg,HIDDEN,BURSTMODE
TIMESTAMP_LWR,253,74,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
TIMESTAMP_UPR,253,76,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
TEMP_OUT,253,78,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
VDD_OUT,253,80,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
SCRIPT_LINE,253,100,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
SCRIPT_ERROR,253,102,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
ENDURANCE,253,108,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
FW_REV,253,110,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
FW_DAY_MONTH,253,112,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
FW_YEAR,253,114,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_0,253,116,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_1,253,118,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_2,253,120,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_3,253,122,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_4,253,124,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
DEV_SN_5,253,126,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
PAGE_ID,254,0,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_0,254,18,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_1,254,20,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_2,254,22,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_3,254,24,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_4,254,26,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_5,254,28,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_6,254,30,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_7,254,32,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_8,254,34,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_9,254,36,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_10,254,38,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_11,254,40,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_12,254,42,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_13,254,44,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_14,254,46,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_15,254,48,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_16,254,50,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_17,254,52,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_18,254,54,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_19,254,56,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_20,254,58,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_21,254,60,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_22,254,62,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_23,254,64,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_24,254,66,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_25,254,68,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_26,254,70,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_27,254,72,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_28,254,74,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_29,254,76,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_30,254,78,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_WRITE_31,254,80,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
FLASH_SIG_DRV,254,124,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
FLASH_SIG,254,126,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
PAGE_ID,255,0,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
STATUS_1,255,2,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_CNT_1,255,4,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_RETRIEVE,255,6,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_UTC_TIME_LWR,255,8,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_UTC_TIME_UPR,255,10,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_TIMESTAMP_LWR,255,12,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_TIMESTAMP_UPR,255,14,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_SIG,255,16,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_0,255,18,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_1,255,20,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_2,255,22,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_3,255,24,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_4,255,26,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_5,255,28,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_6,255,30,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_7,255,32,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_8,255,34,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_9,255,36,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_10,255,38,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_11,255,40,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_12,255,42,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_13,255,44,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_14,255,46,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_15,255,48,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_16,255,50,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_17,255,52,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_18,255,54,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_19,255,56,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_20,255,58,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_21,255,60,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_22,255,62,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_23,255,64,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_24,255,66,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_25,255,68,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_26,255,70,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_27,255,72,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_28,255,74,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_29,255,76,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_30,255,78,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
BUF_DATA_31,255,80,2,0,1,16,TRUE,FALSE,FALSE,none,FALSE,FALSE,
